Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A3 Sequest HT,# Peptides (by Search Engine): A3 Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene ID,Gene Symbol,WikiPathways,Ensembl Gene ID,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (T02) / (T01),Abundance Ratio: (T03) / (T01),Abundance Ratio: (T06) / (T03),Abundance Ratio: (T05) / (T04),Abundance Ratio: (T06) / (T04),Abundance Ratio: (T07) / (T04),Abundance Ratio Adj. P-Value: (T02) / (T01),Abundance Ratio Adj. P-Value: (T03) / (T01),Abundance Ratio Adj. P-Value: (T06) / (T03),Abundance Ratio Adj. P-Value: (T05) / (T04),Abundance Ratio Adj. P-Value: (T06) / (T04),Abundance Ratio Adj. P-Value: (T07) / (T04),Abundances (Grouped): T01,Abundances (Grouped): T02,Abundances (Grouped): T03,Abundances (Grouped): T04,Abundances (Grouped): T05,Abundances (Grouped): T06,Abundances (Grouped): T07,Abundances (Grouped) CV [%]: T01,Abundances (Grouped) CV [%]: T02,Abundances (Grouped) CV [%]: T03,Abundances (Grouped) CV [%]: T04,Abundances (Grouped) CV [%]: T05,Abundances (Grouped) CV [%]: T06,Abundances (Grouped) CV [%]: T07,S01_T01,S02_T01,S03_T01,S04_T01,S05_T01,S06_T01,S07_T01,S08_T01,S09_T01,S010_T01,S01_T02,S02_T02,S03_T02,S04_T02,S05_T02,S06_T02,S07_T02,S08_T02,S09_T02,S010_T02,S01_T03,S02_T03,S03_T03,S04_T03,S05_T03,S06_T03,S07_T03,S08_T03,S09_T03,S010_T03,S01_T04,S02_T04,S03_T04,S04_T04,S05_T04,S06_T04,S07_T04,S08_T04,S09_T04,S010_T04,S01_T05,S02_T05,S03_T05,S04_T05,S05_T05,S06_T05,S07_T05,S08_T05,S09_T05,S010_T05,S01_T06,S02_T06,S03_T06,S04_T06,S05_T06,S06_T06,S07_T06,S08_T06,S09_T06,S010_T06,S01_T07,S03_T07,S04_T07,S05_T07,S06_T07,S07_T07,S08_T07,S09_T07,S010_T07,"Found in Sample: [S1] F1: Sample, T01","Found in Sample: [S10] F10: Sample, T01","Found in Sample: [S16] F16: Sample, T01","Found in Sample: [S23] F23: Sample, T01","Found in Sample: [S30] F30: Sample, T01","Found in Sample: [S37] F37: Sample, T01","Found in Sample: [S44] F44: Sample, T01","Found in Sample: [S51] F51: Sample, T01","Found in Sample: [S58] F58: Sample, T01","Found in Sample: [S65] F65: Sample, T01","Found in Sample: [S2] F2: Sample, T02","Found in Sample: [S11] F11: Sample, T02","Found in Sample: [S17] F17: Sample, T02","Found in Sample: [S24] F24: Sample, T02","Found in Sample: [S31] F31: Sample, T02","Found in Sample: [S38] F38: Sample, T02","Found in Sample: [S45] F45: Sample, T02","Found in Sample: [S52] F52: Sample, T02","Found in Sample: [S59] F59: Sample, T02","Found in Sample: [S66] F66: Sample, T02","Found in Sample: [S3] F3: Sample, T03","Found in Sample: [S4] F4: Sample, T03","Found in Sample: [S12] F12: Sample, T03","Found in Sample: [S18] F18: Sample, T03","Found in Sample: [S25] F25: Sample, T03","Found in Sample: [S32] F32: Sample, T03","Found in Sample: [S39] F39: Sample, T03","Found in Sample: [S46] F46: Sample, T03","Found in Sample: [S53] F53: Sample, T03","Found in Sample: [S60] F60: Sample, T03","Found in Sample: [S67] F67: Sample, T03","Found in Sample: [S5] F5: Sample, T04","Found in Sample: [S6] F6: Sample, T04","Found in Sample: [S13] F13: Sample, T04","Found in Sample: [S19] F19: Sample, T04","Found in Sample: [S26] F26: Sample, T04","Found in Sample: [S33] F33: Sample, T04","Found in Sample: [S40] F40: Sample, T04","Found in Sample: [S47] F47: Sample, T04","Found in Sample: [S54] F54: Sample, T04","Found in Sample: [S61] F61: Sample, T04","Found in Sample: [S68] F68: Sample, T04","Found in Sample: [S7] F7: Sample, T05","Found in Sample: [S20] F20: Sample, T05","Found in Sample: [S27] F27: Sample, T05","Found in Sample: [S34] F34: Sample, T05","Found in Sample: [S41] F41: Sample, T05","Found in Sample: [S48] F48: Sample, T05","Found in Sample: [S55] F55: Sample, T05","Found in Sample: [S62] F62: Sample, T05","Found in Sample: [S69] F69: Sample, T05","Found in Sample: [S8] F8: Sample, T06","Found in Sample: [S14] F14: Sample, T06","Found in Sample: [S21] F21: Sample, T06","Found in Sample: [S28] F28: Sample, T06","Found in Sample: [S35] F35: Sample, T06","Found in Sample: [S42] F42: Sample, T06","Found in Sample: [S49] F49: Sample, T06","Found in Sample: [S56] F56: Sample, T06","Found in Sample: [S63] F63: Sample, T06","Found in Sample: [S70] F70: Sample, T06","Found in Sample: [S9] F9: Sample, T07","Found in Sample: [S15] F15: Sample, T07","Found in Sample: [S22] F22: Sample, T07","Found in Sample: [S29] F29: Sample, T07","Found in Sample: [S36] F36: Sample, T07","Found in Sample: [S43] F43: Sample, T07","Found in Sample: [S50] F50: Sample, T07","Found in Sample: [S57] F57: Sample, T07","Found in Sample: [S64] F64: Sample, T07","Found in Sample: [S71] F71: Sample, T07",# Protein Groups
FALSE,High,Master Protein,NP_002624.2,phosphoglucomutase-1 isoform 1 [Homo sapiens],0.001,25.461,22,9,25,9,562,61.4,6.76,23.22,9,other metabolic processes,non-structural extracellular;cytosol;other cell component,other molecular function,"Pf02878, Pf02879, Pf02880",5236,B2R5N9; B4DPV0; hsa:5236; NP_002624.2; P36871; Q16105; Q16106; Q5BKZ9; Q6NW22; Q86U74; Q96J40; Q9NTY4,PGM1,Ectoderm differentiation; Clear cell renal cell carcinoma pathways; Glycogen synthesis and degradation; Opioid receptor pathways; Disorders of galactose metabolism ; Disorders of fructose metabolism; UDP-derived sugars synthesis in fibroblasts; Glucuronidation,ENSG00000079739,Neutrophil degranulation; Glycogen synthesis; Glycogen breakdown (glycogenolysis); Galactose catabolism; Defective PGM1 causes PGM1-CDG,13,0,1.252,3.916,0.203,0.615,0.703,2.339,1,1,1,1,1,1,61.3,76.7,239.9,69.2,42.5,48.6,161.7,37.22,112.13,99.89,97.41,55.43,88.04,124.74,1363051.985,1523934.002,406008.2966,1508059.208,1121987.455,1484504.769,,2059563,,,,,,2810378.986,,,,879242.6552,9611838.172,1229657.244,,,,,1050677.786,16648204.06,,645031.0513,5812904.488,,1675680.814,656162.9096,3462174.154,1110452.485,1042873.321,1793838.756,341261.9783,1855691.02,7883336.098,3826415.6,584783.7283,692037.4603,,,,1343810.077,,633948.7307,1030379.625,2138482.088,998645.4274,1124179.736,1189784.12,,793356.1745,1177576.109,284081.0224,2028113.67,3386781.598,4953175.937,,1251466.544,4307422.453,22343675.47,21718329.03,2935509.096,419741.7012,3918648.089,4572501.753,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,High,Not Found,High,Peak Found,Peak Found,Peak Found,High,High,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,High,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1
FALSE,High,Master Protein,NP_004631.1,spliceosome RNA helicase DDX39B [Homo sapiens],0.001,25.456,24,9,59,9,428,49,5.67,25.75,9,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00270, Pf00271",7919,B0S8C0; hsa:7919; NP_004631.1; O43496; Q0EFA1; Q13838; Q2L6F9; Q53GL9; Q5RJ64; Q5RJ66; Q5ST94; Q5STB4; Q5STB5; Q5STB7; Q5STB8; Q5STU4; Q5STU5; Q5STU6; Q5STU8; Q71V76,DDX39B,,ENSG00000198563; ENSG00000215425; ENSG00000225073; ENSG00000225859; ENSG00000229496; ENSG00000230624; ENSG00000235439,Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Major Pathway; RHOBTB2 GTPase cycle,5,0,1.075,0.925,0.696,1.878,0.689,0.651,1,1,1,1,1,1,100.8,108.4,93.3,94.2,177,64.9,61.4,73.75,78.81,89.76,67.88,62.33,55.76,128.74,19742837.48,5757151.205,12224735.43,5267891.213,1888665.127,5326743.736,6417526.41,7732963.632,5257852.596,2044076.532,5132409.627,2522123.47,2704813.384,23081040.05,11329431.93,4943796.472,15629734.04,7340936.569,3898223.541,6903186.544,6662305.827,10538592.55,2006486.878,21512506.32,5121827.206,1707601.964,9055595.7,2722389.542,3619437.302,577484.1593,7109277.2,2578138.531,5603805.073,4057996.028,3257919.806,5176251.569,11210416.17,9340476.321,15205061.48,3236698.291,9591269.99,6293784.65,7807696.052,22804130.76,10032185.51,9718602.277,25385383.06,10685239.85,7112345.188,3091939.109,2958837.743,3441958.686,2715258.492,3735204.1,3405176.571,3398209.748,4773428.91,8164575.703,8074802.12,475142.9677,30676438.4,2403755.378,11558820.9,1800599.235,3303270.179,2570125.379,5793830.537,6558792.865,1021237.639,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,Peak Found,High,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,1
FALSE,High,Master Protein,NP_001258708.1,26S proteasome non-ATPase regulatory subunit 6 isoform 1 [Homo sapiens],0.001,25.417,16,8,50,8,442,51.9,6.74,25.4,8,protein metabolism;other metabolic processes,other cell component,,"Pf01399, Pf10602, Pf21154",,G3RPJ8; NP_001258708.1,PSMD6,,,,0,0,1.989,2.174,0.79,0.719,0.842,0.433,1,1,1,1,1,1,62.1,123.6,135.1,126.7,91,106.7,54.8,108.54,129.22,61.87,99.52,135.52,115.77,141.54,783877.3985,1921120.566,6444336.777,697658.7951,906209.2801,9300825.535,450984.3292,6431151.707,1932052.016,635584.1998,,4153258.294,10461142.3,390055.3182,878634.6792,484042.6106,173705.0483,22012992.5,9573868.624,2624220.684,5778768.974,2245759.338,1254881.563,4491794.469,2738648.112,442261.773,2859545.492,7663048.022,4510835.903,2877406.032,2689272.897,570540.6176,242962.8814,3171455.998,2039463.602,3481535.138,10813484.1,8661906.583,9362205.728,505481.1015,,3745626.596,601878.6425,4613742.563,1932271.794,1744108.092,252113.8561,26207738.58,16288463.9,,242123.4755,142298.6188,787051.7817,2467176.818,1055205.82,513956.8036,10717291.26,16138748.53,12090769.02,2080363.82,814611.5321,1804718.917,2319190.061,1163629.886,636457.4773,,5461615.051,12740234.3,585567.5725,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Not Found,Peak Found,High,Peak Found,1
FALSE,High,Master Protein,NP_001191215.1,mucin-1 isoform 10 precursor [Homo sapiens],0.001,25.305,13,5,136,5,484,50,7.02,197.51,5,,,,,,NP_001191215.1,,,,,0,0,1.156,0.904,2.09,0.644,1.424,0.606,1,1,1,1,1,1,88.2,102,79.7,117.1,75.4,166.6,70.9,57.4,66.53,94.65,162.48,89.15,82.34,99.61,6714605.484,8699689.057,1606281.809,1122704.595,3534864.74,5291783.039,5626789.556,5177843.075,2983024.483,1922483.294,4891853.591,,7805318.026,7818470.225,3707302.829,4947332.415,7305686.825,3916117.829,17990642.58,3171403.855,3865595.613,2902072.257,2762282.752,15746739.91,8272208.947,2607684.768,10290614.21,3521221.969,22511863.99,766019.8197,4083464.778,551279.8821,10634576.13,83363136.3,5675792.495,12509503.38,20105086.39,4824878.817,10121846.77,5273081.415,817091.5393,2040605.643,1673208.457,753276.4489,3453803.637,10871338.65,4263570.395,7642418.75,3657590.875,14106301.33,2522919.561,4992672.107,2147201.605,18919276.02,3347476.741,11711074.36,14726511.69,9262798.425,7047815.498,25402631.11,822987.4342,1257409.072,1267998.969,3142653.944,17018072.81,1728310.35,3760250.712,7829906.539,11193182.31,Peak Found,High,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Not Found,High,Peak Found,Peak Found,High,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,High,High,High,High,Peak Found,High,Peak Found,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High,High,High,High,High,Peak Found,High,High,Peak Found,High,High,High,High,High,High,Peak Found,High,High,Peak Found,High,High,Peak Found,Peak Found,High,High,1
FALSE,High,Master Protein,NP_001854.1,cytochrome c oxidase subunit 6B1 [Homo sapiens],0.001,25.252,58,4,200,4,86,10.2,7.05,268.86,4,other metabolic processes;transport,other membranes;mitochondrion,transporter activity,Pf02297,1340,B2R5C9; hsa:1340; NP_001854.1; P14854; Q6IBL4,COX6B1,Electron transport chain: OXPHOS system in mitochondria; Nonalcoholic fatty liver disease; Mitochondrial complex IV assembly; 5q35 copy number variation,ENSG00000126267,Respiratory electron transport; TP53 Regulates Metabolic Genes; Cytoprotection by HMOX1,7,0,1.211,0.923,1.655,0.65,0.731,0.473,1,1,1,1,1,1,76.9,93.2,71,160.8,104.5,117.5,76.1,109.95,80.7,97.14,100.71,77.49,108.08,135.48,1240898.41,3651391.827,,,2706441.618,16928469.72,3491198.775,2372972.079,4327550.061,2170031.542,1407098.905,3932646.493,15155082.39,1401184.973,2550904.803,3524759.67,2957700.641,9010248.193,6782500.309,11810406.1,1762584.667,2582518.808,17264802.68,2086192.533,3115731.825,11236186.16,936792.3856,5242698.466,12989836.68,2042625.185,2316390.052,2600348.063,7372396.631,6425302.324,9029721.013,5921714.387,3658441.809,10706431.26,30021533.78,7463611.052,720209.9661,2004853.752,4979236.519,5176346.273,4174203.278,2435523.582,1891110.837,9850652.669,13296976.19,4002601.655,2412195.941,3411300.762,12008595.09,3808876.008,5016069.632,1141504.068,7685519.777,4395546.285,27867818.28,6731754.31,613076.2444,18127889.39,3057638.379,3024721.254,854082.5233,2550517.275,16609471.5,37717219.39,2397690.845,High,High,Not Found,High,High,High,High,High,High,High,Peak Found,High,Peak Found,High,High,High,High,High,High,High,High,Not Found,High,Peak Found,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,Peak Found,High,High,High,Peak Found,High,High,High,Peak Found,High,Peak Found,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,NP_002970.2,non-specific lipid-transfer protein isoform 1 precursor [Homo sapiens],0.001,25.12,10,8,116,8,547,59,6.89,122.66,8,cell organization and biogenesis;other metabolic processes;transport;other biological processes,cytosol;mitochondrion;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;transporter activity;other molecular function,"Pf00108, Pf02036, Pf02803",6342,A6NM69; B4DGJ9; B4DHP6; C9JC79; D3DQ37; E1B6W5; F2Z3J1; hsa:6342; NP_002970.2; P22307; Q15432; Q16622; Q5VVZ1; Q6NXF4; Q99430,SCP2,PPAR-alpha pathway; Nuclear receptors meta-pathway; Mitochondrial long chain fatty acid beta-oxidation; PPAR signaling pathway; Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway; Mitochondrial fatty acid oxidation disorders; DNA damage response (only ATM dependent),ENSG00000116171,TYSND1 cleaves peroxisomal proteins; alpha-linolenic acid (ALA) metabolism,10,0,0.571,1.069,2.045,0.821,2.845,0.62,1,1,1,1,1,1,104.5,59.7,111.7,80.2,65.9,228.3,49.8,57.75,86.12,69.77,118.63,118.31,166.44,124.15,2286255.157,4448906.804,180962.4913,904481.3903,2331793.387,2261472.769,2648115.509,1463663.437,1520572.234,1749725.692,648487.6273,390156.0829,682810.0063,2409167.292,463153.3307,1891380.533,517742.4475,4898881.47,3319952.012,3776698.701,4285191.422,3089758.237,,2120873.848,2126318.154,299291.8025,2004833.802,3497198.013,6596311.194,699581.6586,383528.2141,,894650.0861,1066053.996,1702223.202,4252235.446,1910243.015,2715071.849,10872099.77,1371807.281,541071.9707,963852.2657,,676142.6562,1078337.203,1369970.764,1150123.099,6571715.656,10271507.44,2237834.092,,411399.5404,1410679.577,44467107.27,5591926.112,4130921.991,4737888.097,4347671.344,7775615.976,1008229.214,2092017.848,,4413188.352,948100.0013,394846.503,675022.6775,4328695.661,10523532.05,494071.781,High,High,Peak Found,High,High,High,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,High,High,High,Not Found,High,Not Found,High,High,Peak Found,High,High,High,High,High,Peak Found,Not Found,High,Peak Found,Peak Found,High,High,Peak Found,High,High,Peak Found,Not Found,Peak Found,High,High,Peak Found,High,High,High,Not Found,Peak Found,High,Peak Found,High,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Not Found,High,Peak Found,High,Peak Found,High,High,Peak Found,1
FALSE,High,Master Protein,NP_001191455.1,translocon-associated protein subunit delta isoform 1 precursor [Homo sapiens],0.001,24.936,26,5,142,5,184,20.2,5.81,149.92,5,,,,,,NP_001191455.1,,,,,0,0,0.604,0.779,2.422,0.863,1.404,0.885,1,1,1,1,1,1,87.9,53.1,68.5,118.1,101.9,165.8,104.6,199.53,209.76,202.03,187.73,230.37,173.67,229.94,1803810.116,2132740.837,517204.9289,2524878.866,1897548.084,978363.3802,3223034.582,10039012.81,207264512.2,137000723.6,,,494057.26,1937334.503,807174.0122,779877.9094,1015451.153,108351515.5,10746412.84,364680174.1,1399166.87,1807226.393,366079.5513,2124213.342,1512333.56,1396915.581,2487575.858,160109383.2,12921116.39,130705078.6,409068.5633,1423048.304,1087228.42,,2927967.633,4683977.155,3320465.522,50663698.46,309390553.1,208353780.2,2370041.05,759124.3376,2076615.292,4455377.17,2689263.15,1699272.341,3544926.302,158674249.7,597453986.5,2690725.766,242521.7417,1125975.493,1323011.995,4220133.435,6347242.001,2528213.31,4540124.528,349131418.9,609893954.8,239015995.9,1408045.073,426846.6302,4101833.999,3144146.548,2079621.361,2424030.775,56527355.43,568958459.6,133582087.6,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Not Found,High,High,High,High,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,High,High,High,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,1
FALSE,High,Master Protein,NP_006136.1,dnaJ homolog subfamily B member 1 isoform 1 [Homo sapiens],0.001,24.91,23,7,70,6,340,38,8.63,132.23,7,protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,cytosol;nucleus;other cell component,other molecular function,"Pf00226, Pf01556",3337,B4DX52; hsa:3337; NP_006136.1; P25685,DNAJB1,Nuclear receptors meta-pathway; NRF2 pathway,ENSG00000132002,MAPK6/MAPK4 signaling; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Regulation of HSF1-mediated heat shock response; Attenuation phase,7,0,1.172,1.325,1.109,2.257,2.271,1.606,1,1,1,1,1,1,86.3,101.1,114.3,55.8,126,126.8,89.7,103.63,70.68,100.36,164.09,84.56,82.03,96.87,4541659.447,7153778.925,6495729.843,1693389.516,991937.1627,17032811.53,1875264.041,2230961.389,3270361.805,1430682.913,896796.3285,6995598.746,7124318.461,7528209.77,2990187.669,702936.2813,955390.001,2483308.799,5504228.004,3349267.226,1809481.512,5112048.36,1225326.167,6045634.276,3578785.39,2061560.563,13798958.44,3114727.386,17125412.21,187877.666,1536303.324,1747096.072,1162725.368,1484133.245,3872611.892,9414514.146,5377272.55,1568195.816,31988999.35,1066514.298,1745374.869,3802898.176,,1015034.537,3165026.302,4766239.763,3262656.772,7848730.85,14862909.66,5327700.486,400344.3636,2819520.459,6385084.945,1077723.518,6635122.121,442421.4888,6533213.683,4141095.238,9546175.253,667383.1243,296738.984,7228325.207,,2489401.52,398819.0157,2806218.44,3899910.851,10026673.6,620052.7564,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,High,Peak Found,High,High,High,Peak Found,High,High,High,High,High,High,Peak Found,High,Not Found,Peak Found,High,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,High,Peak Found,Peak Found,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,1
FALSE,High,Master Protein,NP_066952.1,inorganic pyrophosphatase [Homo sapiens],0.001,24.856,35,8,40,7,289,32.6,5.86,26.5,8,other metabolic processes,cytosol;other cell component,other molecular function,Pf00719,5464,hsa:5464; NP_066952.1; Q15181; Q2M348; Q5SQT7; Q6P7P4; Q9UQJ5; Q9Y5B1,PPA1,,ENSG00000180817,Cytosolic tRNA aminoacylation; Pyrophosphate hydrolysis,2,0,1.198,1.682,0.686,0.562,0.679,0.879,1,1,1,1,1,1,76.2,91.2,128.2,129.6,72.9,88,113.9,78.58,50.21,50.8,85.76,84.82,81.97,77.6,358526.5938,1824948.973,323492.3661,453987.2952,2729090.354,1305900.542,135294.157,2364482.155,2996459.102,1090111.405,781489.1401,1341228.371,155829.375,955169.0727,2086341.752,749276.5966,1553831.26,2324225.075,1522267.833,1667544.133,761101.0339,2037457.063,,931832.5213,3612036.375,3500893.467,1852566.812,1977875.612,3406216.44,4096981.94,491625.4172,218439.7066,,3154384.336,1546179.84,1022306.154,2030397.471,2841911.745,7052209.268,3570480.461,,954722.771,1514799.752,421832.4311,1142062.758,,891998.808,3514256.482,3114847.594,141081.7,,513660.8678,1340947.968,2126159.232,1416083.037,,472306.1505,2589814.565,4840224.281,413782.3812,2382422.904,1217987.874,2011084.679,503266.2194,1583869.569,1165169.954,4909950.993,5338197.252,5124657.578,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,Not Found,Peak Found,High,Peak Found,High,High,High,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,1
FALSE,High,Master Protein,NP_006187.2,poly(rC)-binding protein 1 [Homo sapiens],0.001,24.699,29,8,109,6,356,37.5,7.09,124.84,8,RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00013,5093,hsa:5093; NP_006187.2; Q13157; Q14975; Q15365,PCBP1,Ferroptosis,ENSG00000169564,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA,3,2,0.944,0.733,0.73,0.882,0.383,0.463,1,1,1,1,1,1,107.9,101.8,79.1,150.7,133,57.7,69.8,71.44,56.98,83.72,75.08,97.71,90.6,88.54,4502371.469,16220717.99,,4756664.823,2784096.321,8217027.975,3916697.89,10255964.49,2786891.776,3339560.583,4204312.244,695570.1327,1943198.949,9893779.778,3021197.525,3601526.965,6184805.796,5874641.57,4297300.366,6929686.151,1838695.427,7705990.681,3299677.278,3674008.05,2866836.401,706971.667,9318800.453,7321476.938,11340448.63,1462726.939,2301984.371,2192679.371,3136270.959,19270995.5,6291705.813,3672828.074,6145674.571,8534976.078,18225868.86,8325103.676,16318391.78,1806361.787,1277358.475,5551311.554,835274.0005,442747.077,6765868.954,8288499.25,10640036,563168.1718,790488.9744,1044099.551,609748.1551,5298322.972,3113375.303,1862731.957,12095653.45,6024283.168,7817063.183,1530035.287,2912765.141,4157111.44,11501934.66,1455802.107,1643110.877,,7463823.899,13084383.9,2687983.409,Peak Found,High,Not Found,Peak Found,High,Peak Found,Peak Found,Not Found,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,High,High,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,Not Found,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Not Found,Peak Found,High,Peak Found,1
